학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000009073,성안중학교,중학교,2001-03-05,공립,본교,운영,울산광역시 중구 성안동 519-8,울산광역시 중구 성안2길 30,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.57278036,129.3178978,2021-03-25,7001220,한국교원대학교
B000003499,성안초등학교,초등학교,1962-03-01,공립,본교,운영,울산광역시 중구 성안동 797-1,울산광역시 중구 함월14길 19,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.57656119,129.3124344,2021-03-25,7001220,한국교원대학교
B000005840,합천초등학교,초등학교,1970-03-01,공립,본교,운영,충청남도 청양군 화성면 산정리 243,충청남도 청양군 화성면 무한로 88,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2020-09-22,36.42586476,126.7146112,2021-03-25,7001220,한국교원대학교
B000010266,군산대성중학교,중학교,1966-03-11,사립,본교,운영,전라북도 군산시 임피면 읍내리 535-4,전라북도 군산시 임피면 임피향교길 44-6,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.98863023,126.8486974,2021-03-25,7001220,한국교원대학교
B000002773,대구동문초등학교,초등학교,1982-12-06,공립,본교,운영,대구광역시 수성구 만촌동 262,대구광역시 수성구 효행로2길 111,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.87481761,128.6524258,2021-03-25,7001220,한국교원대학교
B000005003,상평초등학교현서분교장,초등학교,1942-09-20,공립,분교,운영,강원도 양양군 서면 서림리 74-1,강원도 양양군 서면 구룡령로 2115,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,37.98772697,128.529879,2021-03-25,7001220,한국교원대학교
B000008343,원촌중학교,중학교,1983-03-01,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5063251,127.0146997,2021-03-25,7001220,한국교원대학교
B000012197,경상여자고등학교,고등학교,1957-05-25,사립,본교,운영,대구광역시 북구 침산동 810-1,대구광역시 북구 침산남로9길 164,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.90054196,128.5878439,2021-03-25,7001220,한국교원대학교
B000025605,일광초등학교,초등학교,2020-03-01,공립,본교,운영,부산광역시 기장군 일광면 삼성리 295-4,부산광역시 기장군 일광면 해빛로 46,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2021-03-23,35.26821044,129.2230225,2021-03-25,7001220,한국교원대학교
B000004857,춘천삼육초등학교,초등학교,1955-04-01,사립,본교,운영,강원도 춘천시 동면 장학리 568-1,강원도 춘천시 동면 방죽길 56-10,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.91159681,127.75432,2021-03-25,7001220,한국교원대학교
B000004990,상평초등학교,초등학교,1934-10-10,공립,본교,운영,강원도 양양군 서면 상평리 18,강원도 양양군 서면 물윗구미길 25,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.07341515,128.5859389,2021-03-25,7001220,한국교원대학교
B000002306,서울강남초등학교,초등학교,1945-11-02,공립,본교,운영,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50619275,126.9533591,2021-03-25,7001220,한국교원대학교
B000007684,계동초등학교,초등학교,2002-09-02,공립,본교,운영,경상남도 김해시 대청동 333-1,경상남도 김해시 계동로 96,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.1847881,128.7956854,2021-03-25,7001220,한국교원대학교
B000009017,신탄진중학교,중학교,1965-03-05,사립,본교,운영,대전광역시 대덕구 석봉동 311-1,대전광역시 대덕구 석봉로 15,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.44731214,127.4234779,2021-03-25,7001220,한국교원대학교
B000012182,대구동부고등학교,고등학교,1988-03-01,사립,본교,운영,대구광역시 동구 각산동 199,대구광역시 동구 반야월북로 199,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.87429023,128.7190722,2021-03-25,7001220,한국교원대학교
B000011767,밀성제일고등학교,고등학교,1974-01-05,사립,본교,운영,경상남도 밀양시 내이동 590-1,경상남도 밀양시 밀양대로 2078,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2020-09-22,35.50218318,128.750145,2021-03-25,7001220,한국교원대학교
B000007699,안명초등학교,초등학교,1948-03-25,공립,본교,운영,경상남도 김해시 한림면 안하리 346-1,경상남도 김해시 한림면 안하로 28,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.30441614,128.82801,2021-03-25,7001220,한국교원대학교
B000003484,대전배울초등학교,초등학교,2006-03-01,공립,본교,운영,대전광역시 유성구 관평동 663,대전광역시 유성구 배울2로 8,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.4219077,127.3841459,2021-03-25,7001220,한국교원대학교
B000005004,상평초등학교공수전분교장,초등학교,1946-05-25,공립,분교,운영,강원도 양양군 서면 공수전리 31-6,강원도 양양군 서면 구룡령로 2855,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.0417294,128.557252,2021-03-25,7001220,한국교원대학교
B000012883,진천고등학교,고등학교,1977-03-05,공립,본교,운영,충청북도 진천군 진천읍 신정리 590,충청북도 진천군 진천읍 문화12길 48,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2020-09-22,36.8539549,127.4499542,2021-03-25,7001220,한국교원대학교
B000009840,옥동중학교,중학교,1971-12-31,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 402,강원도 영월군 김삿갓면 영월동로 1664,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.12816565,128.5706668,2021-03-25,7001220,한국교원대학교
B000005098,옥동초등학교,초등학교,1925-10-01,공립,본교,운영,강원도 영월군 김삿갓면 옥동리 429,강원도 영월군 김삿갓면 영월동로 1679,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1304806,128.5698387,2021-03-25,7001220,한국교원대학교
B000011177,양주중학교,중학교,1970-03-16,공립,본교,운영,경상남도 양산시 상북면 석계리 51,경상남도 양산시 상북면 양주마을2길 18,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.41517665,129.0677568,2021-03-25,7001220,한국교원대학교
B000009324,서천중학교,중학교,2011-03-01,공립,본교,운영,경기도 용인시 기흥구 서천동 796,경기도 용인시 기흥구 서천동로 7,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2020-09-22,37.24001911,127.0758949,2021-03-25,7001220,한국교원대학교
B000012550,성복고등학교,고등학교,2011-03-01,공립,본교,운영,경기도 용인시 수지구 성복동 782,경기도 용인시 수지구 도마치로 92,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2020-09-22,37.32336344,127.0611228,2021-03-25,7001220,한국교원대학교
B000011813,부산국제외국어고등학교,고등학교,2004-03-01,사립,본교,운영,부산광역시 해운대구 우동 1025-127,부산광역시 해운대구 해운대로469번길 50-1,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.16591884,129.1443578,2021-03-25,7001220,한국교원대학교
B000008641,불로중학교,중학교,1991-03-01,공립,본교,운영,대구광역시 동구 불로동 1010,대구광역시 동구 방천로5길 8,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.89830061,128.6344118,2021-03-25,7001220,한국교원대학교
