"시군구별","보험료분위별","가입자구분별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"세종","4분위","공교","가입자","명","83","139","246","239","328","324","739",
"세종","4분위","공교","평균보험료","원","47358","50359","52595","55292","57397","61268","67229",
"세종","4분위","공교","적용인구","명","135","214","406","353","485","490","1060",
"세종","4분위","지역","세대수","세대","1455","1561","1798","2087","2221","2370","2271",
"세종","4분위","지역","평균보험료","원","32124","31377","33485","35781","36201","20936","26901",
"세종","4분위","지역","적용인구","명","2482","2620","2891","3382","3580","3699","3456",
"세종","5분위","계","세대수","세대","4712","5897","7695","9051","9623","12113","13837",
"세종","5분위","계","평균보험료","원","53550","56521","59235","62379","64585","62741","69808",
"세종","5분위","계","적용인구","명","9155","11253","14416","16342","16986","20951","23209",
"세종","5분위","직장","가입자","명","3111","4101","5621","6738","7014","8804","10272",
"세종","5분위","직장","평균보험료","원","57034","60507","62365","65056","67417","71632","77644",
"세종","5분위","직장","적용인구","명","6009","7793","10466","12055","12335","14991","16869",
"세종","5분위","근로자","가입자","명","2927","3730","5056","5942","6432","8024","9011",
"세종","5분위","근로자","평균보험료","원","57001","60352","62233","64862","67383","71523","77499",
"세종","5분위","근로자","적용인구","명","5702","7199","9583","10898","11475","13835","15128",
"세종","5분위","공교","가입자","명","184","371","565","796","582","780","1261",
"세종","5분위","공교","평균보험료","원","57558","62066","63551","66500","67792","72758","78681",
"세종","5분위","공교","적용인구","명","307","594","883","1157","860","1156","1741",
"세종","5분위","지역","세대수","세대","1601","1796","2074","2313","2609","3309","3565",
"세종","5분위","지역","평균보험료","원","46780","47419","50751","54580","56973","39083","47229",
"세종","5분위","지역","적용인구","명","3146","3460","3950","4287","4651","5960","6340",
"세종","6분위","계","세대수","세대","4972","6341","8776","10115","11384","13775","15137",
"세종","6분위","계","평균보험료","원","68985","72482","75217","78696","81474","79588","87005",
"세종","6분위","계","적용인구","명","10685","13064","17785","19987","21549","25344","27169",
"세종","6분위","직장","가입자","명","3345","4501","6428","7594","8624","10205","11245",
"세종","6분위","직장","평균보험료","원","69444","73586","75673","78676","81301","85181","91518",
"세종","6분위","직장","적용인구","명","7152","9219","12933","14991","16361","18660","20111",
"세종","6분위","근로자","가입자","명","3008","3716","5205","6220","7146","8328","9441",
"세종","6분위","근로자","평균보험료","원","69305","73483","75698","78531","81310","85178","91477",
"세종","6분위","근로자","적용인구","명","6518","7838","10943","12719","14043","15817","17398",
"세종","6분위","공교","가입자","명","337","785","1223","1374","1478","1877","1804",
"세종","6분위","공교","평균보험료","원","70680","74075","75563","79333","81256","85194","91736",
"세종","6분위","공교","적용인구","명","634","1381","1990","2272","2318","2843","2713",
"세종","6분위","지역","세대수","세대","1627","1840","2348","2521","2760","3570","3892",
"세종","6분위","지역","평균보험료","원","68042","69779","73969","78756","82014","63599","73964",
"세종","6분위","지역","적용인구","명","3533","3845","4852","4996","5188","6684","7058",
"세종","7분위","계","세대수","세대","5511","7612","10395","12145","13181","14975","16820",
"세종","7분위","계","평균보험료","원","88419","92235","95325","98999","102243","101735","109138",
"세종","7분위","계","적용인구","명","13556","18541","24457","27725","29139","31332","33703",
"세종","7분위","직장","가입자","명","3549","5370","7668","9006","9796","11594","13305",
"세종","7분위","직장","평균보험료","원","86224","91168","93762","96834","99773","103946","110754",
"세종","7분위","직장","적용인구","명","8846","13321","18523","21006","22240","24875","27800",
"세종","7분위","근로자","가입자","명","2882","3910","5757","6653","7141","8588","9793",
"세종","7분위","근로자","평균보험료","원","86120","90838","93489","96548","99534","103702","110590",
"세종","7분위","근로자","적용인구","명","7300","9885","14337","16198","16917","19415","21497",
"세종","7분위","공교","가입자","명","667","1460","1911","2353","2655","3006","3512",
"세종","7분위","공교","평균보험료","원","86672","92051","94586","97641","100415","104641","111212",
"세종","7분위","공교","적용인구","명","1546","3436","4186","4808","5323","5460","6303",
"세종","7분위","지역","세대수","세대","1962","2242","2727","3139","3385","3381","3515",
"세종","7분위","지역","평균보험료","원","92389","94792","99718","105210","109392","94153","103021",
"세종","7분위","지역","적용인구","명","4710","5220","5934","6719","6899","6457","5903",
"세종","8분위","계","세대수","세대","5915","8876","12546","14743","16552","19785","22082",
"세종","8분위","계","평균보험료","원","112754","118137","121635","126244","130058","131004","138287",
"세종","8분위","계","적용인구","명","16538","24915","34766","39769","43647","49378","53384",
"세종","8분위","직장","가입자","명","4146","6722","9822","11615","13255","15692","17506",
"세종","8분위","직장","평균보험료","원","108695","115774","118833","122825","126684","131546","139341",
"세종","8분위","직장","적용인구","명","12202","19769","28477","32649","36367","41031","44210",
"세종","8분위","근로자","가입자","명","2646","3722","5817","7007","8011","9983","11051",
"세종","8분위","근로자","평균보험료","원","108240","115348","118355","122329","126184","131008","138827",
"세종","8분위","근로자","적용인구","명","7842","11007","17173","20133","22633","26972","28834",
"세종","8분위","공교","가입자","명","1500","3000","4005","4608","5244","5709","6455",
"세종","8분위","공교","평균보험료","원","109498","116302","119526","123579","127449","132488","140221",
"세종","8분위","공교","적용인구","명","4360","8762","11304","12516","13734","14059","15376",
"세종","8분위","지역","세대수","세대","1769","2154","2724","3128","3297","4093","4576",
"세종","8분위","지역","평균보험료","원","122267","125514","131739","138938","143623","128924","134255",
"세종","8분위","지역","적용인구","명","4336","5146","6289","7120","7280","8347","9174",
"세종","9분위","계","세대수","세대","5658","8776","13335","16205","18455","22605","25552",
"세종","9분위","계","평균보험료","원","148418","155498","160086","165699","170746","174763","184082",
"세종","9분위","계","적용인구","명","18747","28930","43293","51467","57307","67039","73586",
"세종","9분위","직장","가입자","명","4402","7105","10882","13309","15185","18625","21009",
"세종","9분위","직장","평균보험료","원","144401","152594","156766","162074","167045","173534","183165",
"세종","9분위","직장","적용인구","명","15510","24732","37188","44598","49792","58535","64104",
"세종","9분위","근로자","가입자","명","2326","3486","5662","7173","8320","10547","12082",
"세종","9분위","근로자","평균보험료","원","144267","153118","156828","162106","166793","173282","182864",
"세종","9분위","근로자","적용인구","명","8110","12251","19590","24322","27809","33879","37573",
"세종","9분위","공교","가입자","명","2076","3619","5220","6136","6865","8078","8927",
"세종","9분위","공교","평균보험료","원","144552","152089","156699","162036","167350","173864","183572",
"세종","9분위","공교","적용인구","명","7400","12481","17598","20276","21983","24656","26531",
"세종","9분위","지역","세대수","세대","1256","1671","2453","2896","3270","3980","4543",
"세종","9분위","지역","평균보험료","원","162495","167848","174817","182358","187932","180512","188324",
"세종","9분위","지역","적용인구","명","3237","4198","6105","6869","7515","8504","9482",
"세종","10분위","계","세대수","세대","3284","5281","8983","11351","13751","17698","20030",
"세종","10분위","계","평균보험료","원","236983","254207","244018","255712","264356","279922","294618",
"세종","10분위","계","적용인구","명","11086","17765","30713","38390","46272","57345","63729",
"세종","10분위","직장","가입자","명","2288","3908","6888","8863","10790","14105","16025",
"세종","10분위","직장","평균보험료","원","230698","253041","236220","247768","257254","270674","286550",
"세종","10분위","직장","적용인구","명","8426","14050","25117","31932","38717","48673","54283",
"세종","10분위","근로자","가입자","명","1601","2670","4747","6119","7350","9548","10912",
"세종","10분위","근로자","평균보험료","원","241719","269959","246360","259625","270888","286300","303063",
"세종","10분위","근로자","적용인구","명","6001","9755","17736","22575","27087","33604","37722",
"세종","10분위","공교","가입자","명","687","1238","2141","2744","3440","4557","5113",
"세종","10분위","공교","평균보험료","원","205016","216554","213737","221326","228125","237936","251307",
"세종","10분위","공교","적용인구","명","2425","4295","7381","9357","11630","15069","16561",
"세종","10분위","지역","세대수","세대","996","1373","2095","2488","2961","3593","4005",
"세종","10분위","지역","평균보험료","원","251421","257524","269656","284012","290236","316227","326904",
"세종","10분위","지역","적용인구","명","2660","3715","5596","6458","7555","8672","9446",
"충북","계","계","세대수","세대","648779","676614","690640","710371","732822","761981","793910",
"충북","계","계","평균보험료","원","75350","80087","83267","87393","90075","1176241","97951",
"충북","계","계","적용인구","명","1426110","1467825","1464083","1477672","1486457","1495086","1509153",
"충북","계","직장","가입자","명","416745","443656","459193","478583","498092","519341","541181",
"충북","계","직장","평균보험료","원","77723","83905","86459","90547","93576","1311372","106567",
"충북","계","직장","적용인구","명","979700","1026163","1035014","1053498","1066429","1072526","1083192",
"충북","계","근로자","가입자","명","382464","400378","415698","434551","453707","474400","495170",
"충북","계","근로자","평균보험료","원","73464","78755","81307","85449","88367","1230250","101831",
"충북","계","근로자","적용인구","명","879845","902620","913342","933143","948269","958097","970182",
"충북","계","공교","가입자","명","34281","43278","43495","44032","44385","44941","46011",
"충북","계","공교","평균보험료","원","125232","131544","135704","140851","146817","2063536","157530",
"충북","계","공교","적용인구","명","99855","123543","121672","120355","118160","114429","113010",
"충북","계","지역","세대수","세대","232034","232958","231447","231788","234730","242640","252729",
"충북","계","지역","평균보험료","원","71089","72815","76933","80881","82646","941741","79502",
"충북","계","지역","적용인구","명","446410","441662","429069","424174","420028","422560","425961",
"충북","1분위","계","세대수","세대","69840","73187","71204","71551","73583","75939","82402",
"충북","1분위","계","평균보험료","원","16423","16380","17468","18352","18732","262570","21197",
"충북","1분위","계","적용인구","명","111088","113179","107052","106383","107543","112088","117510",
"충북","1분위","직장","가입자","명","40312","41618","41578","42928","44154","45425","47029",
"충북","1분위","직장","평균보험료","원","24354","24609","25884","26785","27417","412376","31658",
"충북","1분위","직장","적용인구","명","77607","77273","73503","73797","74098","73975","73326",
"충북","1분위","근로자","가입자","명","40145","41452","41450","42811","44027","45303","46948",
"충북","1분위","근로자","평균보험료","원","24343","24604","25877","26775","27406","412227","31649",
"충북","1분위","근로자","적용인구","명","77348","77015","73287","73597","73905","73800","73207",
"충북","1분위","공교","가입자","명","167","166","128","117","127","122","81",
"충북","1분위","공교","평균보험료","원","27045","25740","28275","30434","31181","478021","37098",
"충북","1분위","공교","적용인구","명","259","258","216","200","193","175","119",
"충북","1분위","지역","세대수","세대","29528","31569","29626","28623","29429","30514","35373",
"충북","1분위","지역","평균보험료","원","5596","5533","5657","5703","5701","82344","7289",
"충북","1분위","지역","적용인구","명","33481","35906","33549","32586","33445","38113","44184",
"충북","2분위","계","세대수","세대","71752","72475","73371","74651","77763","88091","89862",
"충북","2분위","계","평균보험료","원","25685","27234","29031","31049","32290","441566","37848",
"충북","2분위","계","적용인구","명","117814","117849","117231","118482","120386","135016","134372",
"충북","2분위","직장","가입자","명","46106","48092","49347","51214","53269","55504","57419",
"충북","2분위","직장","평균보험료","원","32628","34492","36627","38917","40882","651174","52457",
"충북","2분위","직장","적용인구","명","85440","87202","87194","89014","89853","91191","92219",
"충북","2분위","근로자","가입자","명","45643","47459","48849","50672","52671","54834","56619",
"충북","2분위","근로자","평균보험료","원","32625","34482","36627","38914","40878","651105","52454",
"충북","2분위","근로자","적용인구","명","84768","86271","86482","88242","89014","90309","91149",
"충북","2분위","공교","가입자","명","463","633","498","542","598","670","800",
"충북","2분위","공교","평균보험료","원","32961","35265","36706","39243","41239","654332","52680",
"충북","2분위","공교","적용인구","명","672","931","712","772","839","882","1070",
"충북","2분위","지역","세대수","세대","25646","24383","24024","23437","24494","32587","32443",
"충북","2분위","지역","평균보험료","원","13202","12918","13427","13856","13602","150784","11992",
"충북","2분위","지역","적용인구","명","32374","30647","30037","29468","30533","43825","42153",
"충북","3분위","계","세대수","세대","68405","70581","71453","74314","78412","76552","80701",
"충북","3분위","계","평균보험료","원","33075","34767","36658","38686","40179","639731","45193",
"충북","3분위","계","적용인구","명","115928","118612","116808","118257","121823","118020","122210",
"충북","3분위","직장","가입자","명","45225","47658","48615","50798","53629","54233","55536",
"충북","3분위","직장","평균보험료","원","39516","41846","43764","45926","48071","739058","58800",
"충북","3분위","직장","적용인구","명","82512","85590","84559","85941","88586","88044","87721",
"충북","3분위","근로자","가입자","명","44354","46959","47781","50046","52812","53524","54757",
"충북","3분위","근로자","평균보험료","원","39525","41846","43772","45926","48075","739008","58791",
"충북","3분위","근로자","적용인구","명","81184","84540","83300","84812","87462","87073","86681",
"충북","3분위","공교","가입자","명","871","699","834","752","817","709","779",
"충북","3분위","공교","평균보험료","원","39056","41801","43318","45866","47828","742901","59396",
"충북","3분위","공교","적용인구","명","1328","1050","1259","1129","1124","971","1040",
"충북","3분위","지역","세대수","세대","23180","22923","22838","23516","24783","22319","25165",
"충북","3분위","지역","평균보험료","원","20509","20051","21531","23046","23101","189083","15165",
"충북","3분위","지역","적용인구","명","33416","33022","32249","32316","33237","29976","34489",
"충북","4분위","계","세대수","세대","67822","71324","74692","74888","75679","75873","76241",
"충북","4분위","계","평균보험료","원","42187","44068","46084","48312","50439","663140","55454",
"충북","4분위","계","적용인구","명","125739","129042","130202","127534","127093","122938","121426",
"충북","4분위","직장","가입자","명","45535","48549","50861","50327","51652","53200","55412",
"충북","4분위","직장","평균보험료","원","47370","50024","52038","54534","57129","848998","66397",
"충북","4분위","직장","적용인구","명","85789","89220","90691","87497","87506","86807","88284",
"충북","4분위","근로자","가입자","명","44601","47412","49416","49163","50773","51945","53902",
"충북","4분위","근로자","평균보험료","원","47368","50006","52024","54508","57125","848931","66395",
"충북","4분위","근로자","적용인구","명","84173","87470","88486","85846","86241","85149","86175",
"충북","4분위","공교","가입자","명","934","1137","1445","1164","879","1255","1510",
"충북","4분위","공교","평균보험료","원","47458","50770","52520","55632","57379","850093","66475",
"충북","4분위","공교","적용인구","명","1616","1750","2205","1651","1265","1658","2109",
"충북","4분위","지역","세대수","세대","22287","22775","23831","24561","24027","22673","20829",
"충북","4분위","지역","평균보험료","원","31598","31370","33377","35565","36058","289953","26340",
"충북","4분위","지역","적용인구","명","39950","39822","39511","40037","39587","36131","33142",
"충북","5분위","계","세대수","세대","71371","73206","74737","77550","78559","81177","84744",
"충북","5분위","계","평균보험료","원","53409","55856","58293","61301","63783","832226","67314",
"충북","5분위","계","적용인구","명","140470","142528","142205","143657","141610","140672","143065",
"충북","5분위","직장","가입자","명","45341","47689","48721","51189","52128","55208","57196",
"충북","5분위","직장","평균보험료","원","57157","60378","62285","64791","67416","999726","77419",
"충북","5분위","직장","적용인구","명","90393","92888","92092","93581","92712","94270","94147",
"충북","5분위","근로자","가입자","명","44045","46201","47165","49419","50392","53419","54867",
"충북","5분위","근로자","평균보험료","원","57160","60372","62287","64781","67388","999417","77411",
"충북","5분위","근로자","적용인구","명","88260","90452","89626","90892","90040","91705","90868",
"충북","5분위","공교","가입자","명","1296","1488","1556","1770","1736","1789","2329",
"충북","5분위","공교","평균보험료","원","57048","60570","62210","65066","68218","1008898","77595",
"충북","5분위","공교","적용인구","명","2133","2436","2466","2689","2672","2565","3279",
"충북","5분위","지역","세대수","세대","26030","25517","26016","26361","26431","25969","27548",
"충북","5분위","지역","평균보험료","원","46881","47403","50817","54523","56619","538701","46334",
"충북","5분위","지역","적용인구","명","50077","49640","50113","50076","48898","46402","48918",
"충북","6분위","계","세대수","세대","70657","73313","74160","75985","78561","83683","87252",
"충북","6분위","계","평균보험료","원","68877","72065","74968","78478","81283","1079970","86254",
"충북","6분위","계","적용인구","명","157145","159669","155274","154641","154321","155934","158142",
"충북","6분위","직장","가입자","명","45275","48019","49873","52058","54250","57204","60551",
"충북","6분위","직장","평균보험료","원","69511","73450","75653","78577","81144","1191596","91497",
"충북","6분위","직장","적용인구","명","99833","103829","104468","105773","105810","105959","107978",
"충북","6분위","근로자","가입자","명","42716","44825","46717","48643","50743","53668","56845",
"충북","6분위","근로자","평균보험료","원","69468","73388","75584","78524","81107","1190610","91465",
"충북","6분위","근로자","적용인구","명","94909","97864","98851","99909","100195","100446","102441",
"충북","6분위","공교","가입자","명","2559","3194","3156","3415","3507","3536","3706",
"충북","6분위","공교","평균보험료","원","70226","74318","76674","79337","81668","1204966","91977",
"충북","6분위","공교","적용인구","명","4924","5965","5617","5864","5615","5513","5537",
"충북","6분위","지역","세대수","세대","25382","25294","24287","23927","24311","26479","26701",
"충북","6분위","지역","평균보험료","원","67747","69436","73560","78262","81594","890883","74365",
"충북","6분위","지역","적용인구","명","57312","55840","50806","48868","48511","49975","50164",
"충북","7분위","계","세대수","세대","67800","70269","73214","76176","78677","80288","83289",
"충북","7분위","계","평균보험료","원","87873","91841","95163","98982","102244","1399510","108286",
"충북","7분위","계","적용인구","명","167874","171983","173308","174804","173798","168033","163284",
"충북","7분위","직장","가입자","명","43538","46561","48902","51438","54019","57581","60266",
"충북","7분위","직장","평균보험료","원","85553","90626","93215","96387","99294","1446087","110365",
"충북","7분위","직장","적용인구","명","111086","117983","119073","120845","121824","122749","124600",
"충북","7분위","근로자","가입자","명","39203","40962","43582","46159","48658","52004","54503",
"충북","7분위","근로자","평균보험료","원","85516","90532","93117","96332","99239","1444919","110325",
"충북","7분위","근로자","적용인구","명","101125","105077","107419","109717","111094","112319","114175",
"충북","7분위","공교","가입자","명","4335","5599","5320","5279","5361","5577","5763",
"충북","7분위","공교","평균보험료","원","85888","91311","94022","96871","99786","1455022","110744",
"충북","7분위","공교","적용인구","명","9961","12906","11654","11128","10730","10430","10425",
"충북","7분위","지역","세대수","세대","24262","23708","24312","24738","24658","22707","23023",
"충북","7분위","지역","평균보험료","원","92035","94228","99081","104377","108708","1304475","102844",
"충북","7분위","지역","적용인구","명","56788","54000","54235","53959","51974","45284","38684",
"충북","8분위","계","세대수","세대","61449","64121","65347","68148","71764","74003","78761",
"충북","8분위","계","평균보험료","원","113425","118779","122431","127090","130802","1812444","136752",
"충북","8분위","계","적용인구","명","168114","174407","174908","179050","182601","179760","184246",
"충북","8분위","직장","가입자","명","39531","42101","43705","46561","50571","52448","56348",
"충북","8분위","직장","평균보험료","원","108172","115085","117647","121750","125452","1821881","137718",
"충북","8분위","직장","적용인구","명","114450","122036","124953","130016","135519","135516","139417",
"충북","8분위","근로자","가입자","명","33395","33662","35509","38237","42357","44273","48030",
"충북","8분위","근로자","평균보험료","원","107942","114706","117297","121418","125131","1814592","137339",
"충북","8분위","근로자","적용인구","명","96212","97167","101383","106668","113355","114707","118762",
"충북","8분위","공교","가입자","명","6136","8439","8196","8324","8214","8175","8318",
"충북","8분위","공교","평균보험료","원","109421","116596","119164","123274","127105","1852952","139903",
"충북","8분위","공교","적용인구","명","18238","24869","23570","23348","22164","20809","20655",
"충북","8분위","지역","세대수","세대","21918","22020","21642","21587","21193","21555","22413",
"충북","8분위","지역","평균보험료","원","122901","125842","132090","138608","143568","1793608","134324",
"충북","8분위","지역","적용인구","명","53664","52371","49955","49034","47082","44244","44829",
"충북","9분위","계","세대수","세대","56569","61922","63451","65861","67934","69240","71841",
"충북","9분위","계","평균보험료","원","150983","157365","162078","168053","172908","2454926","184573",
"충북","9분위","계","적용인구","명","180376","192381","190968","193842","196400","193206","194165",
"충북","9분위","직장","가입자","명","38361","43165","44687","46977","48707","48520","50293",
"충북","9분위","직장","평균보험료","원","145160","152962","156729","162375","167030","2429130","182931",
"충북","9분위","직장","적용인구","명","133472","144931","144944","148300","151120","147025","147437",
"충북","9분위","근로자","가입자","명","27019","27934","29734","32090","33979","33862","35801",
"충북","9분위","근로자","평균보험료","원","144804","152601","156001","161558","165926","2405498","181672",
"충북","9분위","근로자","적용인구","명","93300","93080","94886","99384","103672","101139","102947",
"충북","9분위","공교","가입자","명","11342","15231","14953","14887","14728","14658","14492",
"충북","9분위","공교","평균보험료","원","146009","153624","158176","164137","169578","2469725","186042",
"충북","9분위","공교","적용인구","명","40172","51851","50058","48916","47448","45886","44490",
"충북","9분위","지역","세대수","세대","18208","18757","18764","18884","19227","20720","21548",
"충북","9분위","지역","평균보험료","원","163251","167497","174820","182178","187797","2515906","188404",
"충북","9분위","지역","적용인구","명","46904","47450","46024","45542","45280","46181","46728",
"충북","10분위","계","세대수","세대","43114","46216","49011","51247","51890","57135","58817",
"충북","10분위","계","평균보험료","원","246438","264663","263291","272626","280941","4156441","313885",
"충북","10분위","계","적용인구","명","141562","148175","156127","161022","160882","169419","170733",
"충북","10분위","직장","가입자","명","27521","30204","32904","35093","35713","40018","41131",
"충북","10분위","직장","평균보험료","원","241715","266362","259298","269338","278116","4008185","307469",
"충북","10분위","직장","적용인구","명","99118","105211","113537","118734","119401","126990","128063",
"충북","10분위","근로자","가입자","명","21343","23512","25495","27311","27295","31568","32898",
"충북","10분위","근로자","평균보험료","원","253512","281913","272377","283444","293658","4274406","322507",
"충북","10분위","근로자","적용인구","명","78566","83684","89622","94076","93291","101450","103777",
"충북","10분위","공교","가입자","명","6178","6692","7409","7782","8418","8450","8233",
"충북","10분위","공교","평균보험료","원","200961","211724","214293","219833","227721","3232413","247379",
"충북","10분위","공교","적용인구","명","20552","21527","23915","24658","26110","25540","24286",
"충북","10분위","지역","세대수","세대","15593","16012","16107","16154","16177","17117","17686",
"충북","10분위","지역","평균보험료","원","254774","261459","271447","279768","287177","4441235","328805",
"충북","10분위","지역","적용인구","명","42444","42964","42590","42288","41481","42429","42670",
"청주시 상당구","계","계","세대수","세대","100830","74224","73865","73930","74822","80140","83708",
"청주시 상당구","계","계","평균보험료","원","79485","83974","86917","91130","93594","95819","102756",
"청주시 상당구","계","계","적용인구","명","228244","166497","161333","158772","156964","163954","166592",
"청주시 상당구","계","직장","가입자","명","67248","48744","48944","49659","50827","54764","57481",
"청주시 상당구","계","직장","평균보험료","원","78108","84663","86967","90611","93487","100583","107893",
"청주시 상당구","계","직장","적용인구","명","162501","116992","113985","113114","112566","118176","120569",
"청주시 상당구","계","근로자","가입자","명","61005","43085","43477","44249","45511","48775","51307",
"청주시 상당구","계","근로자","평균보험료","원","72861","77996","80296","83834","86649","93765","101374",
"청주시 상당구","계","근로자","적용인구","명","144052","100347","98252","97807","97800","102416","104732",
"청주시 상당구","계","공교","가입자","명","6243","5659","5467","5410","5316","5989","6174",
"청주시 상당구","계","공교","평균보험료","원","129380","135425","140013","146042","152026","156111","162070",
"청주시 상당구","계","공교","적용인구","명","18449","16645","15733","15307","14766","15760","15837",
"청주시 상당구","계","지역","세대수","세대","33582","25480","24921","24271","23995","25376","26227",
"청주시 상당구","계","지역","평균보험료","원","82242","82655","86819","92191","93821","85537","91496",
"청주시 상당구","계","지역","적용인구","명","65743","49505","47348","45658","44398","45778","46023",
"청주시 상당구","1분위","계","세대수","세대","9562","7435","7172","7296","7315","8103","8555",
"청주시 상당구","1분위","계","평균보험료","원","19236","18127","19017","19994","20403","21663","23063",
"청주시 상당구","1분위","계","적용인구","명","16274","12158","11226","11257","11090","12302","12603",
"청주시 상당구","1분위","직장","가입자","명","6783","4899","4760","4997","5032","5414","5605",
"청주시 상당구","1분위","직장","평균보험료","원","24645","24625","25723","26498","27034","29131","31191",
"청주시 상당구","1분위","직장","적용인구","명","13168","9300","8543","8674","8501","8935","8926",
"청주시 상당구","1분위","근로자","가입자","명","6770","4867","4741","4983","5015","5391","5593",
"청주시 상당구","1분위","근로자","평균보험료","원","24640","24621","25717","26481","27023","29108","31174",
"청주시 상당구","1분위","근로자","적용인구","명","13137","9247","8523","8651","8473","8900","8910",
"청주시 상당구","1분위","공교","가입자","명","13","32","19","14","17","23","12",
"청주시 상당구","1분위","공교","평균보험료","원","27255","25187","27083","32430","30209","34588","39163",
"청주시 상당구","1분위","공교","적용인구","명","31","53","20","23","28","35","16",
"청주시 상당구","1분위","지역","세대수","세대","2779","2536","2412","2299","2283","2689","2950",
"청주시 상당구","1분위","지역","평균보험료","원","6035","5576","5783","5857","5790","6628","7621",
"청주시 상당구","1분위","지역","적용인구","명","3106","2858","2683","2583","2589","3367","3677",
"청주시 상당구","2분위","계","세대수","세대","10673","7984","8083","7948","8020","8471","9023",
"청주시 상당구","2분위","계","평균보험료","원","26656","27662","29478","31666","33292","36333","39781",
"청주시 상당구","2분위","계","적용인구","명","18152","13417","13337","13043","12959","13640","13982",
"청주시 상당구","2분위","직장","가입자","명","7368","5451","5587","5638","5801","6049","6168",
"청주시 상당구","2분위","직장","평균보험료","원","32641","34491","36632","38898","40847","46346","52318",
"청주시 상당구","2분위","직장","적용인구","명","14163","10299","10307","10226","10233","10363","10275",
"청주시 상당구","2분위","근로자","가입자","명","7300","5369","5501","5565","5702","5938","6052",
"청주시 상당구","2분위","근로자","평균보험료","원","32635","34479","36638","38888","40839","46332","52302",
"청주시 상당구","2분위","근로자","적용인구","명","14066","10185","10188","10135","10099","10226","10123",
"청주시 상당구","2분위","공교","가입자","명","68","82","86","73","99","111","116",
"청주시 상당구","2분위","공교","평균보험료","원","33272","35318","36234","39730","41320","47089","53190",
"청주시 상당구","2분위","공교","적용인구","명","97","114","119","91","134","137","152",
"청주시 상당구","2분위","지역","세대수","세대","3305","2533","2496","2310","2219","2422","2855",
"청주시 상당구","2분위","지역","평균보험료","원","13313","12966","13466","14014","13542","11327","12697",
"청주시 상당구","2분위","지역","적용인구","명","3989","3118","3030","2817","2726","3277","3707",
"청주시 상당구","3분위","계","세대수","세대","10951","7859","7742","7793","8262","8610","8878",
"청주시 상당구","3분위","계","평균보험료","원","32836","34808","36360","38574","40060","39049","44986",
"청주시 상당구","3분위","계","적용인구","명","18305","13356","12645","12506","12986","13515","13752",
"청주시 상당구","3분위","직장","가입자","명","7200","5343","5242","5337","5630","5626","6110",
"청주시 상당구","3분위","직장","평균보험료","원","39537","41818","43772","45940","48087","52789","58734",
"청주시 상당구","3분위","직장","적용인구","명","13357","9959","9247","9247","9515","9465","9980",
"청주시 상당구","3분위","근로자","가입자","명","7069","5237","5137","5243","5526","5531","6022",
"청주시 상당구","3분위","근로자","평균보험료","원","39557","41825","43786","45936","48099","52789","58719",
"청주시 상당구","3분위","근로자","적용인구","명","13172","9812","9104","9119","9392","9345","9858",
"청주시 상당구","3분위","공교","가입자","명","131","106","105","94","104","95","88",
"청주시 상당구","3분위","공교","평균보험료","원","38461","41491","43090","46134","47435","52797","59722",
"청주시 상당구","3분위","공교","적용인구","명","185","147","143","128","123","120","122",
"청주시 상당구","3분위","지역","세대수","세대","3751","2516","2500","2456","2632","2984","2768",
"청주시 상당구","3분위","지역","평균보험료","원","19973","19920","20818","22567","22889","13143","14639",
"청주시 상당구","3분위","지역","적용인구","명","4948","3397","3398","3259","3471","4050","3772",
"청주시 상당구","4분위","계","세대수","세대","9886","7220","7469","7236","7160","7350","7764",
"청주시 상당구","4분위","계","평균보험료","원","42828","44195","46511","48887","50781","50285","55704",
"청주시 상당구","4분위","계","적용인구","명","18988","13526","13437","12686","12170","12103","12706",
"청주시 상당구","4분위","직장","가입자","명","7019","4980","5263","5081","5029","5431","5696",
"청주시 상당구","4분위","직장","평균보험료","원","47511","49922","52005","54452","57016","60635","66363",
"청주시 상당구","4분위","직장","적용인구","명","13816","9571","9748","9161","8670","9065","9413",
"청주시 상당구","4분위","근로자","가입자","명","6900","4866","5116","4966","4966","5305","5522",
"청주시 상당구","4분위","근로자","평균보험료","원","47515","49904","51984","54421","57026","60639","66351",
"청주시 상당구","4분위","근로자","적용인구","명","13623","9371","9533","9007","8578","8900","9146",
"청주시 상당구","4분위","공교","가입자","명","119","114","147","115","63","126","174",
"청주시 상당구","4분위","공교","평균보험료","원","47294","50703","52723","55782","56263","60481","66719",
"청주시 상당구","4분위","공교","적용인구","명","193","200","215","154","92","165","267",
"청주시 상당구","4분위","지역","세대수","세대","2867","2240","2206","2155","2131","1919","2068",
"청주시 상당구","4분위","지역","평균보험료","원","31361","31462","33405","35767","36067","20994","26347",
"청주시 상당구","4분위","지역","적용인구","명","5172","3955","3689","3525","3500","3038","3293",
"청주시 상당구","5분위","계","세대수","세대","10542","7601","7369","7443","7478","7872","8336",
"청주시 상당구","5분위","계","평균보험료","원","53838","55978","58159","61313","63752","60764","67161",
"청주시 상당구","5분위","계","적용인구","명","20789","14972","14216","13906","13650","13918","14442",
"청주시 상당구","5분위","직장","가입자","명","7010","5007","4761","4924","4954","5343","5558",
